# word	lang_code	lang_name	definition_en	definition_lang	glyph_string
concept_127	so	Somali	concept_127	Fikradda_127	◈✾✻⚜✽⚛✬○✺⚝☆◐✬○✼⚚▽✪◑☾✪▽◍★✮✶☾◑✩▲★◍✿◇⚝✺☾◑✭●✺⚝⚜✻✧△✹☯✧△✸✰✹☯✭●✺⚝◇✿○✬✻⚜
concept_127	su	Sundanese	concept_127	Konsep_127	✾◈✭●♠◆✸✰✭●◒☽✫▼✷✯◆♠◈✾✮✶●✭☽◒✾◈✩▲☯✹✿◇☾◑⚛✽☯✹✿◇◌♣◇✿✪▽☽◒☆◐△✧★◍✶✮✧△✩▲✶✮
concept_127	tg	Tajik	concept_127	Консепсияи_127	◑☾▲✩☽◒⚚✼✭●✧△✽⚛◕✦◉♡◐☆★◍◌♣✫▼☀◔★◍◔☀◉♡✧△◉♡◑☾◇✿⚛✽✹☯✺⚝▽✪⚝✺●✭⚝✺✺⚝✪▽✯✷✬○
concept_127	tt	Tatar	concept_127	Концепция_127	◉♡◆♠◑☾●✭♣◌☆◐◎♤♤◎◕✦◇✿♣◌◓☼●✭✽⚛⚝✺♠◆✸✰✩▲◐☆⚛✽◒☽▲✩☆◐✫▼★◍△✧♡◉☆◐⚝✺○✬△✧✼⚚
concept_127	tk	Turkmen	concept_127	Düşünje_127	▼✫♣◌✬○♡◉☽◒◒☽◌♣✾◈◈✾★◍☾◑♣◌♠◆♠◆✻⚜☀◔⚚✼★◍✽⚛◆♠◑☾✺⚝◇✿✮✶✼⚚◍★✼⚚⚝✺◔☀○✬◌♣◌♣
concept_127	ur	Urdu	concept_127	تصور_127	◕✦☼◓◈✾☆◐✷✯☾◑✸✰▼✫◆♠✭●◎♤✶✮▲✩✻⚜◆♠♡◉✪▽✿◇◓☼★◍◔☀✻⚜♤◎⚝✺◒☽✯✷◒☽◐☆◇✿✰✸☯✹✾◈
concept_127	ug	Uyghur	concept_127	listor_127	✸✰✬○✿◇☆◐✾◈✽⚛▲✩✪▽✹☯◔☀▼✫◑☾✽⚛▲✩☯✹♣◌✭●◕✦⚜✻◉♡♤◎◌♣✩▲♤◎✰✸♠◆▽✪⚜✻◈✾♠◆◐☆✸✰
concept_127	uz	Uzbek	concept_127	tushuncha_127	✦◕◕✦▼✫◓☼♡◉◇✿◉♡✬○✶✮◇✿☾◑◌♣☽◒◇✿◎♤◒☽⚜✻♡◉⚝✺◔☀☀◔▲✩▲✩◎♤◉♡✶✮✮✶★◍♡◉◌♣◉♡○✬
concept_127	cy	Welsh	concept_127	cysyniad_127	✪▽♡◉◇✿✽⚛✧△✻⚜✮✶△✧★◍☆◐◒☽✽⚛✦◕◔☀✻⚜☆◐⚝✺✫▼⚛✽✦◕✼⚚◓☼◒☽✾◈⚝✺⚝✺◑☾☆◐✼⚚✼⚚◉♡☼◓
concept_127	xh	Xhosa	concept_127	Ingqondo_127	✪▽◐☆♠◆◑☾☀◔▲✩✬○☽◒☼◓✾◈♣◌⚜✻◒☽✯✷◇✿★◍✦◕⚛✽✸✰☾◑✷✯♠◆◎♤◑☾✶✮✩▲●✭✯✷◕✦✹☯⚜✻☯✹
concept_127	yi	Yiddish	concept_127	concept_127	☆◐☼◓☽◒⚝✺★◍⚛✽♤◎✦◕◎♤✽⚛✬○✹☯♤◎◌♣◕✦♤◎☽◒▽✪◌♣☀◔◓☼◉♡✰✸✺⚝✹☯◌♣◇✿✮✶✼⚚✫▼☀◔○✬
concept_127	lb	Luxembourgish	concept_127	Konzept_127	✾◈◐☆✶✮✽⚛✿◇⚝✺✯✷◌♣◆♠◓☼✮✶♠◆☆◐☀◔▼✫☾◑☀◔✪▽✻⚜☽◒◉♡☆◐●✭✫▼◓☼◍★✽⚛✧△◔☀◇✿✫▼✯✷
concept_127	ny	Nyanja	concept_127	lingaliro_127	⚛✽☼◓◆♠◐☆☾◑✪▽☼◓✹☯✮✶♡◉⚝✺✪▽◌♣◆♠⚜✻⚜✻✽⚛◓☼◒☽✹☯✪▽◍★✸✰✽⚛✽⚛♣◌☀◔◈✾✮✶✦◕☯✹◌♣
concept_127	se	Northern Sami	concept_127	concept_127	✦◕◓☼✾◈◉♡◒☽◈✾✽⚛♡◉◆♠◉♡✭●○✬◆♠◌♣♡◉✹☯♠◆◎♤◉♡✪▽◆♠✯✷★◍♣◌◍★✧△✪▽♤◎▲✩✽⚛✸✰◉♡
concept_127	ss	Swati	concept_127	concept_127	♣◌⚚✼◈✾✿◇♤◎✾◈✰✸✪▽✷✯◌♣✻⚜✼⚚⚝✺☾◑☯✹✹☯✧△✭●●✭♠◆☆◐✦◕✪▽★◍♣◌♠◆☆◐✫▼✺⚝♡◉✩▲✬○
concept_128	en	English	concept_128	concept_128	☯✹◆♠●✭♣◌✶✮♡◉⚜✻◈✾▼✫▲✩☽◒✻⚜☾◑◍★◕✦✧△✸✰✩▲✪▽◔☀✼⚚✿◇✦◕▼✫♠◆✾◈☀◔✧△⚚✼⚝✺⚚✼✮✶
concept_128	es	Spanish	concept_128	concepto_128	▽✪◌♣△✧✮✶◆♠✰✸▽✪☼◓♣◌▼✫⚛✽♠◆♡◉☆◐☼◓◇✿▲✩▲✩⚜✻◐☆✷✯✭●▲✩✷✯▼✫✷✯✮✶✹☯◌♣☆◐✯✷◕✦
concept_128	ru	Russian	concept_128	концепция_128	✬○✬○✼⚚✭●◐☆✬○▼✫◒☽✷✯●✭✺⚝✷✯◐☆⚛✽⚝✺✶✮◇✿○✬◍★✺⚝✾◈✧△◕✦▽✪▲✩✰✸◓☼☼◓☽◒◑☾⚜✻☯✹
concept_128	fr	French	concept_128	concept_128	✷✯✽⚛✾◈★◍✼⚚✦◕☀◔◑☾♠◆◓☼✰✸◔☀✦◕◎♤♣◌♤◎☯✹▼✫✺⚝◉♡✼⚚⚛✽☀◔✼⚚⚚✼◇✿✶✮◈✾☆◐✩▲☆◐⚜✻
concept_128	de	German	concept_128	Konzept_128	✪▽✺⚝✫▼▲✩◉♡◔☀✰✸✭●✾◈✪▽✾◈★◍☽◒☆◐✼⚚⚝✺◉♡♠◆✷✯♣◌☽◒✿◇◐☆✭●★◍◒☽✰✸✫▼✻⚜✹☯☽◒◕✦
concept_128	zh-CN	Chinese (Simplified)	concept_128	概念_128	✫▼△✧☽◒✶✮✰✸✭●◒☽✫▼▲✩◔☀✪▽✾◈✼⚚✬○△✧◍★♣◌✽⚛♣◌♠◆✽⚛★◍✺⚝◇✿☆◐♠◆★◍♤◎✰✸✶✮◓☼✿◇
concept_128	zh-TW	Chinese (Traditional)	concept_128	概念_128	●✭✷✯☾◑◈✾◇✿◒☽●✭⚜✻✶✮✪▽✮✶♡◉☾◑★◍✽⚛◔☀✦◕☼◓◈✾✯✷☯✹✺⚝✧△☆◐✭●♣◌☯✹✾◈▲✩♣◌◌♣▲✩
concept_128	hi	Hindi	concept_128	संकल्पना_128	◉♡✧△◆♠♤◎✪▽✦◕✰✸☆◐⚝✺☼◓✮✶✩▲◇✿○✬✬○☆◐✬○★◍●✭✮✶✫▼♠◆☀◔✩▲♡◉♤◎▽✪✮✶✹☯●✭◒☽⚜✻
concept_128	ar	Arabic	concept_128	Concept_128	♡◉⚛✽♣◌◆♠✪▽✰✸☆◐✼⚚♡◉✽⚛☼◓✮✶☽◒✹☯☾◑✪▽✺⚝✻⚜♠◆☯✹☆◐☯✹✼⚚✻⚜◉♡✹☯✩▲●✭◈✾♤◎✻⚜✻⚜
concept_128	pt	Portuguese	concept_128	conceito_128	✯✷✫▼◇✿◇✿◇✿♠◆✾◈✩▲✺⚝✻⚜✭●◎♤⚜✻♤◎♤◎◉♡◕✦✿◇⚜✻♡◉✯✷◈✾⚝✺✽⚛✪▽✸✰◌♣✩▲♣◌✻⚜△✧✰✸
concept_128	bn	Bengali	concept_128	ধারণা_128	⚝✺◑☾☆◐☆◐◈✾◆♠♣◌✷✯✶✮✭●✬○☀◔✮✶☽◒◆♠☆◐◎♤◐☆✹☯✧△☆◐✹☯☯✹✹☯☾◑✭●✰✸✯✷✺⚝♡◉○✬♣◌
concept_128	ja	Japanese	concept_128	コンセプト_128	♣◌✷✯✮✶◒☽✾◈✾◈♡◉✧△✫▼✫▼⚚✼◔☀◈✾✫▼☼◓⚜✻✪▽▲✩▽✪◆♠△✧⚝✺✧△✽⚛✭●✭●◑☾✧△☾◑✯✷✰✸✺⚝
concept_128	ko	Korean	concept_128	컨셉_128	◇✿▽✪◔☀☼◓◎♤✧△◌♣✿◇✷✯✿◇✺⚝✯✷✸✰☯✹◐☆○✬♣◌✮✶☯✹✪▽✼⚚⚚✼✾◈✽⚛△✧⚜✻☾◑◒☽◐☆●✭✫▼●✭
concept_128	it	Italian	concept_128	concept_128	☀◔△✧✭●♠◆✹☯◉♡☼◓⚛✽☆◐☾◑✸✰◎♤♤◎✹☯☼◓◉♡◆♠✦◕☀◔✹☯✿◇✰✸◍★▽✪✸✰△✧♡◉✮✶✫▼◍★✾◈✸✰
concept_128	tr	Turkish	concept_128	konsept_128	✮✶☆◐☽◒◍★◕✦✧△☾◑▲✩✷✯♣◌◎♤★◍⚜✻☯✹△✧▽✪✽⚛✷✯◒☽☽◒☽◒★◍✽⚛✰✸♤◎◉♡△✧⚛✽✷✯✸✰◔☀○✬
concept_128	vi	Vietnamese	concept_128	khái niệm_128	♤◎⚝✺◇✿✷✯●✭✮✶☯✹◉♡✶✮☆◐✸✰◈✾✸✰☾◑◐☆✷✯✪▽☯✹✶✮✷✯♡◉☽◒☾◑◇✿✻⚜✮✶✷✯◈✾♣◌●✭✦◕☯✹
concept_128	pl	Polish	concept_128	koncepcja_128	⚜✻✹☯△✧☼◓✷✯⚝✺✸✰✮✶✧△✺⚝◇✿◍★✭●◆♠✪▽★◍♤◎☯✹⚝✺✽⚛☯✹✸✰✸✰✬○☆◐✦◕◑☾♠◆✮✶✦◕✹☯▼✫
concept_128	uk	Ukrainian	concept_128	концепція_128	★◍●✭▼✫◎♤✺⚝✪▽☆◐✬○⚛✽◑☾✧△◆♠✮✶✷✯⚛✽◕✦✻⚜✰✸◌♣✽⚛◍★✫▼◔☀☼◓◆♠☾◑▲✩✪▽◉♡✻⚜♡◉♤◎
concept_128	id	Indonesian	concept_128	konsep_128	◇✿✰✸✧△✿◇✰✸☀◔✻⚜★◍◆♠✹☯✬○♡◉△✧☼◓✰✸◐☆✫▼✦◕△✧✧△✸✰♠◆✧△♡◉⚜✻◇✿◕✦✺⚝✮✶✷✯✸✰✯✷
concept_128	ms	Malay	concept_128	konsep_128	◍★✻⚜✭●✫▼✺⚝✧△☾◑♤◎◆♠✾◈★◍△✧✺⚝☾◑✧△⚜✻✯✷✯✷✭●▼✫✽⚛♣◌♡◉✩▲✯✷✰✸♡◉◕✦✾◈◇✿✩▲♤◎
concept_128	th	Thai	concept_128	แนวคิด_128	✮✶◌♣✿◇◎♤⚛✽✻⚜◉♡✾◈✻⚜✯✷✮✶◐☆◔☀☆◐◑☾♠◆✬○⚛✽⚝✺✧△✮✶☾◑◐☆✽⚛✧△♡◉✬○★◍◍★✾◈✶✮△✧
concept_128	ta	Tamil	concept_128	கருத்து_128	♠◆✼⚚⚛✽★◍◐☆✰✸☽◒◕✦◕✦☽◒◇✿♠◆✹☯◕✦✦◕☯✹△✧✧△☯✹✾◈✹☯⚜✻◈✾◇✿☾◑✸✰✶✮★◍✰✸◒☽✭●♣◌
concept_128	te	Telugu	concept_128	భావన_128	△✧♡◉⚚✼○✬▼✫✽⚛✩▲✩▲☀◔◔☀◍★✶✮☾◑▲✩✿◇✮✶✾◈☯✹☯✹◐☆✬○◕✦⚚✼✦◕△✧✷✯✭●△✧✰✸◉♡✼⚚✧△
concept_128	mr	Marathi	concept_128	संकल्पना_१२८	☆◐♡◉✯✷◌♣✷✯⚛✽✸✰✦◕✿◇✩▲⚚✼▲✩✺⚝☼◓✦◕◔☀✦◕✿◇▽✪△✧✶✮✮✶△✧✶✮✬○◎♤✺⚝✶✮✧△✻⚜✩▲☀◔
concept_128	gu	Gujarati	concept_128	ખ્યાલ_128	✹☯♡◉✦◕✮✶✩▲◉♡✽⚛⚚✼☽◒✾◈◒☽♡◉◒☽✮✶◑☾⚚✼✸✰☽◒◌♣✼⚚✼⚚✽⚛★◍○✬✭●◉♡◓☼☾◑◇✿✼⚚▼✫✪▽
concept_128	fa	Persian	concept_128	مفهوم_128	✦◕✸✰✾◈✩▲◔☀✪▽★◍☽◒◇✿✬○✾◈✸✰✪▽◇✿◑☾△✧✰✸✻⚜◆♠◓☼◆♠✬○✻⚜⚛✽✰✸☾◑✦◕⚜✻△✧▼✫◈✾✫▼
concept_128	iw	Hebrew	concept_128	מושג_128	✻⚜☾◑○✬✻⚜⚝✺✷✯♠◆♣◌✼⚚✭●◎♤✿◇✧△✭●♤◎✰✸✿◇♠◆○✬✹☯●✭▲✩✯✷◈✾✪▽✹☯✯✷●✭☯✹✹☯✶✮◐☆
concept_128	nl	Dutch	concept_128	concept_128	✷✯◌♣◇✿✽⚛◉♡◓☼⚛✽☯✹◐☆◉♡♣◌✻⚜✺⚝☀◔⚜✻♤◎☼◓✺⚝⚜✻☆◐⚝✺◓☼◕✦●✭◆♠◈✾✾◈◈✾☀◔◐☆◓☼✧△
concept_128	sv	Swedish	concept_128	koncept_128	◌♣☼◓◎♤◒☽✩▲♠◆●✭✹☯●✭✽⚛✾◈✧△♣◌▼✫▲✩✧△☾◑✩▲☀◔⚚✼◎♤✦◕◆♠◌♣▲✩✯✷✮✶✯✷✸✰★◍✼⚚✫▼
concept_128	no	Norwegian	concept_128	konsept_128	♤◎◌♣✶✮✫▼✧△⚚✼⚝✺◔☀✧△♣◌✪▽▼✫⚜✻◔☀✾◈◆♠◓☼✼⚚◉♡✯✷◌♣✫▼✪▽◒☽♡◉⚛✽✿◇○✬✶✮○✬♡◉☼◓
concept_128	da	Danish	concept_128	koncept_128	✹☯✦◕◑☾⚜✻✫▼◔☀◑☾△✧✼⚚✼⚚✻⚜✼⚚◕✦✮✶♡◉⚛✽✹☯✹☯✶✮◕✦✦◕⚜✻☼◓⚚✼✺⚝✧△✾◈★◍♠◆◕✦✽⚛✺⚝
concept_128	fi	Finnish	concept_128	käsite_128	✦◕✯✷◔☀✮✶◐☆♣◌◉♡✺⚝⚚✼◒☽☼◓✶✮✼⚚◕✦◐☆✬○♣◌◕✦✶✮♡◉⚚✼✼⚚✦◕✺⚝◒☽✩▲☯✹◈✾✰✸✪▽☀◔✮✶
concept_128	cs	Czech	concept_128	koncept_128	◐☆◎♤✰✸♡◉◌♣◌♣✺⚝○✬✯✷☼◓✫▼✰✸◒☽♡◉✩▲◇✿✺⚝◆♠✼⚚◌♣◌♣✹☯☆◐★◍✯✷✧△◌♣✸✰◑☾✬○○✬☀◔
concept_128	ro	Romanian	concept_128	concept_128	✸✰☯✹◇✿✶✮◌♣♡◉☀◔✿◇◆♠☼◓✶✮○✬✯✷◇✿◑☾✭●✬○✺⚝✸✰♣◌✸✰☾◑☀◔✮✶✩▲✬○✬○◓☼☯✹◔☀⚝✺✩▲
concept_128	hu	Hungarian	concept_128	koncepció_128	✭●✶✮☆◐◉♡◈✾✻⚜⚚✼▲✩✧△☯✹✧△♠◆▽✪○✬▽✪◆♠☼◓✾◈☽◒◎♤▼✫◕✦◇✿☽◒▼✫✭●▼✫★◍✰✸▲✩♤◎★◍
concept_128	el	Greek	concept_128	έννοια_128	☽◒✷✯✼⚚⚚✼♠◆✮✶✶✮⚛✽♠◆✯✷◑☾⚝✺✺⚝✽⚛✭●▽✪✯✷✸✰✦◕●✭☾◑◎♤✻⚜★◍○✬✶✮✫▼☾◑◑☾◓☼✶✮◆♠
concept_128	sr	Serbian	concept_128	концепт_128	◍★◌♣☽◒✰✸✷✯✬○◌♣✾◈◉♡✺⚝○✬✹☯◓☼◆♠△✧●✭▲✩♠◆✷✯⚚✼◕✦◕✦✻⚜✧△◉♡◆♠✬○◇✿★◍⚝✺✺⚝◈✾
concept_128	hr	Croatian	concept_128	koncept_128	✿◇♣◌☯✹✿◇✪▽⚝✺◌♣◈✾✻⚜✷✯✮✶◈✾✰✸⚛✽◑☾◆♠☽◒◆♠◍★◒☽✯✷✼⚚✶✮⚛✽♣◌✽⚛✶✮✽⚛▼✫✬○✬○✾◈
concept_128	bg	Bulgarian	concept_128	концепция_128	✻⚜⚜✻△✧★◍♣◌✶✮✦◕◐☆✺⚝○✬✼⚚△✧✦◕✸✰✫▼◓☼⚝✺⚚✼△✧✹☯✼⚚○✬✮✶○✬◆♠◉♡◎♤▲✩✹☯▲✩✺⚝✰✸
concept_128	sk	Slovak	concept_128	pojem_128	☽◒◈✾♠◆✮✶✦◕◉♡◈✾✼⚚✫▼✹☯✺⚝⚝✺✩▲♣◌▲✩◇✿✬○◓☼✻⚜◈✾◎♤✧△☯✹◉♡△✧◓☼✼⚚✽⚛♤◎☽◒✶✮▽✪
concept_128	sl	Slovenian	concept_128	koncept_128	⚜✻☀◔✫▼⚛✽◈✾☀◔◓☼⚚✼✺⚝✼⚚★◍◉♡☆◐☽◒☾◑◈✾⚜✻✩▲⚝✺◑☾☯✹✷✯⚝✺●✭△✧◕✦▲✩☾◑✦◕✰✸☼◓◒☽
concept_128	et	Estonian	concept_128	mõiste_128	◐☆☀◔◈✾✿◇▲✩◕✦◕✦⚚✼▼✫○✬▽✪⚚✼✻⚜✧△☆◐✦◕☾◑▲✩◈✾△✧✭●✿◇☼◓◈✾◉♡☯✹⚝✺✸✰▼✫○✬✸✰⚛✽
concept_128	lv	Latvian	concept_128	koncepcija_128	⚚✼◉♡✪▽☽◒✸✰△✧✧△☼◓♡◉✦◕♠◆◒☽⚝✺▽✪♣◌◌♣♤◎△✧◕✦★◍♠◆✿◇★◍✦◕✮✶◉♡✰✸☾◑●✭▽✪☯✹✪▽
concept_128	lt	Lithuanian	concept_128	koncepcija_128	▼✫✶✮⚚✼✽⚛◉♡☀◔☆◐◍★◉♡✫▼◈✾☀◔✦◕◓☼●✭◇✿⚜✻✭●⚜✻✮✶✼⚚◒☽◍★✻⚜♠◆♡◉✩▲◉♡♠◆◆♠✺⚝✫▼
concept_128	sw	Swahili	concept_128	Dhana_128	✧△◆♠✶✮☼◓▼✫✹☯●✭☾◑▽✪▲✩✸✰○✬☾◑◉♡✶✮◈✾◉♡◒☽▲✩✼⚚☾◑★◍✯✷✹☯♣◌◕✦◑☾◇✿⚜✻✫▼☆◐◌♣
concept_128	zu	Zulu	concept_128	umqondo_128	◈✾⚜✻✭●★◍☽◒◒☽✽⚛✻⚜◆♠✧△◔☀♡◉◎♤◐☆✻⚜♣◌♡◉◎♤◓☼◎♤♤◎◎♤✩▲♡◉◆♠◈✾✫▼◎♤◆♠▽✪✹☯☆◐
concept_128	af	Afrikaans	concept_128	konsep_128	✹☯⚝✺⚚✼✮✶◇✿☼◓✻⚜♠◆▼✫◆♠✽⚛✮✶✺⚝◈✾☆◐✫▼✫▼✭●◆♠☆◐☽◒⚝✺◐☆★◍⚝✺☽◒✹☯✾◈✿◇◈✾△✧◓☼
concept_128	yo	Yoruba	concept_128	Erongba_12	✩▲△✧☆◐⚚✼✺⚝◕✦⚜✻✪▽⚝✺✸✰△✧♣◌☆◐✺⚝◉♡✷✯⚝✺♣◌★◍☀◔✦◕◌♣◕✦✫▼☆◐◔☀▼✫✮✶⚚✼◐☆▲✩◔☀
concept_128	ig	Igbo	concept_128	Echiche_128	✷✯⚜✻✻⚜⚜✻✬○✾◈⚛✽✦◕△✧✫▼✷✯◌♣△✧♠◆△✧⚚✼◐☆♠◆◑☾★◍✧△▼✫★◍◌♣✺⚝⚚✼✺⚝☯✹▲✩◇✿◈✾◈✾
concept_128	am	Amharic	concept_128	ፅንሰ-ሀሳብ_128	◎♤✾◈✰✸◔☀▲✩✦◕◆♠✷✯●✭◆♠✩▲✻⚜◆♠☼◓◑☾✬○♠◆✼⚚♠◆★◍✻⚜♠◆✽⚛✰✸✯✷▲✩◍★○✬✼⚚✪▽○✬☆◐
concept_128	sq	Albanian	concept_128	koncept_128	▼✫☽◒✩▲✯✷▼✫♣◌✩▲✫▼⚚✼◍★✩▲✽⚛✫▼☯✹◈✾◓☼◇✿☽◒✦◕✪▽○✬☯✹◔☀✭●◍★✫▼✧△★◍☾◑♤◎☀◔✬○
concept_128	az	Azerbaijani	concept_128	Concept_128	✿◇✪▽✾◈✹☯⚛✽♠◆◇✿△✧◓☼✧△✹☯◕✦⚝✺△✧◆♠✧△◇✿◎♤✾◈☾◑✶✮☀◔◆♠◉♡⚜✻◎♤♠◆▽✪♠◆♣◌☽◒◆♠
concept_128	eu	Basque	concept_128	kontzeptua_128	☼◓✷✯⚜✻☯✹✦◕✦◕◑☾✫▼●✭☆◐◆♠●✭☾◑✿◇☆◐✩▲✿◇♡◉◓☼◇✿▲✩⚛✽◈✾✮✶✭●✦◕◉♡✧△◕✦☽◒♣◌✦◕
concept_128	be	Belarusian	concept_128	канцэпцыя_128	▽✪✮✶✷✯◓☼◌♣✮✶✸✰✾◈◍★✷✯✩▲⚝✺✫▼☾◑✺⚝✯✷▼✫⚛✽♤◎⚛✽◍★◇✿△✧☽◒▲✩☯✹◒☽✫▼☼◓○✬★◍✺⚝
concept_128	bs	Bosnian	concept_128	koncept_128	☼◓☆◐⚜✻✮✶◈✾☯✹✻⚜◌♣✫▼▲✩◒☽◇✿○✬◑☾◎♤✺⚝♣◌☆◐✽⚛▼✫⚝✺●✭▽✪▽✪✾◈◎♤◔☀◈✾◎♤✼⚚◆♠▽✪
concept_128	ca	Catalan	concept_128	concepte_128	▲✩✩▲✿◇☼◓◉♡☀◔✧△⚜✻✪▽✾◈✼⚚▽✪✫▼✪▽▲✩☯✹◐☆△✧✫▼◉♡◔☀○✬✸✰◇✿✬○✰✸♣◌✮✶✬○●✭✿◇☯✹
concept_128	eo	Esperanto	concept_128	koncepto_128	✾◈△✧♤◎✷✯✼⚚◑☾✫▼♠◆☼◓✫▼✹☯✼⚚✯✷◎♤☆◐♤◎◌♣✷✯✫▼☼◓✮✶✮✶⚜✻△✧✸✰✸✰◍★✫▼⚜✻♠◆✬○●✭
concept_128	tl	Filipino	concept_128	Konsepto_128	✻⚜◇✿✾◈✸✰✼⚚✭●✪▽✻⚜♤◎◓☼△✧⚝✺✺⚝◉♡☆◐✽⚛✷✯◆♠✾◈✶✮♡◉▽✪✹☯☼◓✷✯✹☯✷✯◈✾✰✸✼⚚✾◈✽⚛
concept_128	gl	Galician	concept_128	concepto_128	♠◆✶✮◌♣◕✦◆♠◎♤☽◒✰✸✼⚚☀◔☀◔✼⚚☆◐◒☽⚜✻✹☯◌♣◒☽♠◆✼⚚⚝✺♡◉✫▼△✧✭●◉♡✧△●✭✼⚚◓☼⚛✽☾◑
concept_128	ka	Georgian	concept_128	კონცეფცია_128	✹☯◕✦◇✿✸✰♤◎◒☽◔☀⚝✺⚜✻♤◎✮✶✺⚝◔☀▼✫◇✿✸✰⚛✽☽◒☽◒★◍◐☆✩▲✹☯☆◐◔☀✽⚛◍★◇✿✰✸◇✿▲✩◐☆
concept_128	is	Icelandic	concept_128	hugtak_128	◐☆☆◐✶✮◍★◆♠◐☆✷✯✷✯✶✮☯✹✦◕☽◒◍★★◍⚝✺○✬△✧✶✮✸✰✼⚚☯✹♠◆✿◇☀◔✷✯◈✾△✧♠◆✹☯▼✫☼◓♤◎
concept_128	ga	Irish	concept_128	coincheap_128	✭●☽◒✺⚝✯✷✼⚚☽◒☾◑◑☾♤◎✶✮♡◉♡◉✹☯✼⚚◍★◈✾●✭☼◓⚚✼✾◈✻⚜✮✶✺⚝✯✷⚛✽★◍○✬⚜✻⚜✻▽✪⚜✻✿◇
concept_128	jw	Javanese	concept_128	Konsep_128	✹☯✸✰★◍✦◕♣◌♠◆✰✸⚝✺◓☼✼⚚⚝✺♤◎◑☾◈✾✷✯◉♡✷✯◈✾◈✾✮✶♠◆☆◐○✬♤◎✭●◑☾◌♣○✬✮✶✩▲✻⚜◑☾
concept_128	kn	Kannada	concept_128	ಪರಿಕಲ್ಪನೆ_128	✩▲⚚✼✫▼☽◒✧△☀◔✦◕☯✹✺⚝⚝✺✧△▼✫◉♡✭●◎♤◇✿✬○◒☽✪▽✸✰●✭✶✮✶✮✹☯●✭✮✶◓☼☼◓▼✫☽◒◑☾✰✸
concept_128	kk	Kazakh	concept_128	тұжырымдама_128	♤◎◕✦⚜✻⚛✽◇✿✦◕✹☯♤◎✿◇◑☾☾◑◓☼✿◇♣◌✸✰✷✯✾◈✸✰✫▼☯✹◐☆▲✩☽◒☾◑◈✾☆◐✺⚝◇✿✶✮✿◇✺⚝☆◐
concept_128	km	Khmer	concept_128	Concept_128	✶✮✦◕✮✶♠◆◉♡☆◐◆♠✸✰✭●✮✶✽⚛◔☀✶✮◇✿◆♠✹☯✯✷✯✷✾◈◍★✦◕⚛✽✼⚚◇✿✷✯◎♤★◍✪▽☯✹★◍◎♤✧△
concept_128	lo	Lao	concept_128	Concept_128	✧△◍★⚜✻✻⚜△✧✿◇★◍◆♠♣◌◎♤✼⚚☯✹☆◐✭●✰✸★◍☾◑☆◐✪▽♣◌♤◎⚚✼◉♡▲✩✼⚚✺⚝✰✸♠◆✿◇✦◕✿◇✺⚝
concept_128	la	Latin	concept_128	concept_128	▲✩✹☯♤◎✷✯✯✷◉♡●✭◍★✪▽◍★◉♡◑☾⚛✽◌♣✰✸✫▼✬○☆◐✶✮☾◑✼⚚✶✮♠◆★◍⚛✽◌♣◔☀✦◕◓☼◎♤✾◈◑☾
concept_128	mk	Macedonian	concept_128	концепт_128	✺⚝⚚✼✯✷★◍♤◎☯✹✧△✽⚛♠◆★◍△✧◇✿✭●◓☼◓☼✻⚜☽◒♣◌✽⚛♡◉✼⚚✷✯◐☆✹☯△✧✰✸○✬✮✶▼✫✮✶◓☼✯✷
concept_128	mg	Malagasy	concept_128	Concept_128	⚝✺☯✹◈✾◆♠⚛✽✧△◕✦⚛✽✺⚝☀◔✪▽☯✹✦◕☆◐◇✿♠◆☾◑✾◈◔☀⚚✼●✭✿◇✶✮✶✮✬○✪▽◐☆◒☽○✬✾◈✮✶✮✶
concept_128	ml	Malayalam	concept_128	ആശയം_128	✻⚜✰✸▼✫▽✪✮✶♠◆▲✩◉♡✺⚝◎♤✯✷♡◉✯✷♠◆✦◕✯✷♣◌✽⚛✷✯◑☾♤◎◒☽◒☽✼⚚⚜✻◌♣✮✶△✧◇✿♤◎▼✫⚚✼
concept_128	mt	Maltese	concept_128	kunċett_128	♤◎✿◇◒☽☯✹◇✿✧△☾◑✽⚛♡◉✭●◕✦✺⚝◎♤◐☆✷✯◒☽⚝✺☾◑✭●◌♣✦◕★◍✫▼◈✾✮✶♣◌✬○☆◐☾◑◔☀♤◎◕✦
concept_128	mi	Maori	concept_128	ariā_128	✶✮✬○○✬◕✦✬○◐☆✻⚜⚚✼✧△♣◌✿◇◈✾✧△✽⚛♠◆✸✰✦◕☆◐✶✮✰✸☽◒◒☽♡◉◇✿◇✿✶✮♣◌◐☆◐☆◔☀✾◈☾◑
concept_128	mn	Mongolian	concept_128	COMPACT_128	☾◑♡◉✺⚝✾◈✭●▽✪◇✿★◍✩▲✮✶◍★●✭☼◓✺⚝✾◈✻⚜⚝✺◐☆✷✯⚛✽◐☆✪▽♡◉◌♣✬○☼◓⚝✺▼✫⚚✼●✭☼◓△✧
concept_128	my	Myanmar (Burmese)	concept_128	ConceP_128	◎♤✿◇✫▼◐☆✷✯⚜✻◉♡✼⚚☼◓☀◔☼◓♣◌●✭✦◕◌♣✫▼✰✸✪▽◌♣◌♣★◍◓☼✷✯☆◐★◍●✭✹☯◍★▽✪△✧⚛✽◉♡
